A4,A5
3,A purposeful education
4,
5,To graduate with a good degree and good friends who I've networked and can connect in the future! :)
4,Making more friends  Stepping out of comfort zone  More confident
4,To learn as much about accountancy as possible and to go on an exchange programme to experience international studies
4,"Finish my degree, expand social network"
4,Have an enriching experience that goes beyond learning through the books. And be able to be confident and outspoken among my peers.
4,"To learn essential skills and expertise that will help me in my future career, to get to know more friends and to have a fun university life."
4,
4,Get a degree
3,"College experience, career guidance, smooth transition from school to workplace, organizational and leadership skills, multi-tasking abilities, detail-orientedness"
4,"Become a competent, passionate, and complete individual who are brave enough to face anything in life"
4,
4,To achieve my long term goals of owning a company and becoming a full time trader
4,"Obtain a degree, learn relevant skills"
4,Equip myself with the relevant knowledge and skill sets to prepare myself for working life
4,
4,"Getting a job, getting a world-class degree"
4,Is to get a good undergraduate education and be sufficiently proficient in my major.
4,"Pick up useful knowledge that can help me in my career in the future, whether it is technical knowledge or general knowledge."
4,I wish to be able to equip myself with sufficient knowledge as well as soft skills that would be applicable in the workplace once I graduate.
5,- To learn something from the degree which I am in  - To have a uni life where I take part in various activities and to make new friends
2,1) Widen and broaden by perspectives  2) Increase career prospects   3) Interaction with industry professionals
4,Developing soft skills and preparing me for the job market
4,
4,"A degree, practical skills for the working life, lifelong friends, co-curricular leadership opportunities"
4,Learn skills relevant to the workplace.  Learning new knowledge and not just studying for results.  Learn a new sport and/or language.  Make new friends.
4,
4,To pursue higher education & to find my path!
4,1. Securing a holistic education  2. Building a network  3. Seeking career advice
3,- Learn skills and knowledge that would help me in my future job  - Meet people who are passionate in their area of studies  - Gain experience on and learn how to be a better team player  - Have opportunities to hone my public speaking skills
